customer_id,age,plan,tenure_months,monthly_bill,monthly_usage_hours,usage_change_pct,login_frequency,complaint_count,open_complaints,avg_resolution_days,payment_delay_days,payment_failures,plan_changes,engagement_score,satisfaction_score,churn
C1071,67,Basic,5,529.22,35.8,10.9,8,4,3,0.5,1,2,0,81.7,4.9,0
C1072,57,Basic,27,544.18,47.8,72.7,6,2,2,0.5,3,1,0,92.1,5.0,0
C1073,21,Premium,39,1429.92,38.7,-11.6,6,1,0,0.5,0,0,0,88.4,5.0,0
C1074,19,Basic,9,448.76,35.8,-24.4,4,2,1,1.8,10,1,1,48.8,3.5,1
C1075,23,Standard,35,847.1,50.6,-6.8,5,1,0,6.5,4,0,1,58.3,3.8,0
C1076,71,Premium,5,1552.61,28.7,-26.3,10,1,1,4.3,3,0,2,74.3,2.3,0
C1077,59,Standard,13,883.73,78.9,-17.2,8,2,0,2.1,1,1,0,67.0,3.2,0
C1078,21,Premium,35,1600.38,31.0,13.2,8,1,1,1.1,2,0,0,25.7,2.3,0
C1079,71,Standard,7,899.17,59.5,-21.8,9,0,0,0.5,6,0,0,22.1,5.0,0
C1080,46,Enterprise,55,2925.43,42.8,9.0,10,1,1,0.7,1,0,1,29.0,3.8,0
C1081,35,Basic,2,465.38,42.0,9.9,7,0,0,1.7,0,0,0,82.4,3.9,0
C1082,43,Basic,1,504.87,77.5,1.2,6,2,2,1.6,1,1,2,71.9,4.5,0
C1083,61,Standard,42,924.76,62.8,11.7,8,1,0,1.1,6,0,0,60.2,3.8,0
C1084,51,Enterprise,1,2949.76,34.5,-12.4,3,1,0,20.0,8,0,0,54.5,3.9,0
C1085,27,Premium,72,1527.42,48.4,-55.1,8,2,1,2.1,2,1,2,79.9,3.5,0
C1086,53,Basic,54,540.78,50.0,-3.5,8,1,1,1.1,6,0,1,77.0,4.1,0
C1087,31,Basic,2,466.95,36.8,-3.0,5,1,0,1.8,1,0,1,37.4,4.9,0
C1088,48,Enterprise,13,3097.46,49.9,-14.3,5,0,0,1.1,2,0,0,48.0,5.0,0
C1089,65,Basic,3,472.37,38.8,11.2,5,1,1,1.5,0,1,1,58.4,3.2,0
C1090,32,Premium,10,1449.01,43.9,14.1,6,3,0,0.5,4,1,3,55.8,4.7,0
C1091,25,Premium,1,1422.54,32.6,0.5,4,0,0,0.5,5,0,1,59.6,2.6,0
C1092,31,Standard,4,960.03,51.4,-2.5,3,1,0,2.4,0,0,0,53.9,2.6,0
C1093,40,Standard,8,900.14,40.0,25.5,11,0,0,2.4,1,0,1,50.6,3.4,0
C1094,74,Standard,10,875.04,64.2,-31.9,5,2,1,0.6,2,0,0,71.8,3.3,0
C1095,57,Basic,68,425.29,41.3,-13.3,6,0,0,6.3,5,0,2,70.7,3.4,0
C1096,38,Premium,29,1479.54,64.2,19.9,7,1,1,0.7,6,1,1,29.2,3.5,0
C1097,33,Standard,24,1018.07,39.3,8.4,7,1,0,5.1,5,0,0,53.1,4.3,0
C1098,62,Premium,13,1391.78,39.7,-10.9,10,2,1,0.7,0,0,2,30.9,5.0,0
C1099,35,Basic,32,467.42,54.4,4.8,5,1,1,1.2,1,0,0,92.8,5.0,0
C1100,64,Enterprise,7,3088.64,35.4,-18.7,4,1,0,1.1,1,2,2,64.7,4.4,0
C1101,70,Standard,22,961.45,44.4,-1.0,8,1,0,0.9,4,0,0,58.1,4.9,0
C1102,41,Basic,72,470.47,35.7,12.2,9,1,1,10.7,4,0,1,72.7,3.0,0
C1103,43,Basic,6,509.18,72.2,27.3,8,3,3,1.1,0,1,1,84.7,4.5,0
C1104,42,Premium,20,1522.15,62.6,11.5,6,0,0,2.3,5,0,0,30.8,3.3,0
C1105,62,Standard,33,905.69,44.8,29.1,6,0,0,4.7,1,0,1,49.9,4.8,0
C1106,58,Premium,44,1588.22,39.9,-41.1,7,0,0,1.3,6,0,0,65.0,4.2,0
C1107,46,Basic,22,515.99,32.6,-60.3,8,1,0,0.5,7,1,2,43.6,4.1,0
C1108,32,Basic,6,555.78,38.2,-59.6,5,0,0,5.0,6,1,1,52.8,3.2,0
C1109,62,Standard,7,908.08,47.3,22.9,7,0,0,1.2,2,1,3,32.8,3.3,0
C1110,18,Standard,1,797.38,31.9,10.1,10,2,1,7.2,1,1,1,48.5,2.4,0
C1111,42,Standard,25,839.38,52.4,-23.0,7,1,0,2.4,2,0,0,50.3,3.3,1
C1112,24,Enterprise,1,2949.76,59.2,-14.6,5,2,0,3.4,2,0,1,94.2,3.1,0
C1113,26,Enterprise,35,2986.54,54.8,3.4,10,1,1,10.6,1,0,0,76.3,3.1,0
C1114,41,Enterprise,2,3102.92,36.3,-23.1,4,2,1,7.1,10,0,1,40.5,3.4,1
C1115,18,Premium,3,1517.12,55.9,-25.4,5,2,0,5.5,2,0,2,55.2,5.0,0
C1116,61,Standard,11,893.71,46.1,-21.4,6,1,1,2.6,0,0,1,70.7,5.0,0
C1117,25,Standard,24,960.93,55.3,-23.5,9,2,2,0.6,23,1,0,50.9,5.0,0
C1118,41,Standard,2,826.41,56.4,-3.9,4,1,0,6.4,2,0,1,52.9,3.3,1
C1119,28,Premium,10,1474.52,57.3,36.6,9,0,0,0.5,11,1,0,94.4,3.8,0
C1120,68,Basic,11,467.13,39.6,-30.2,6,1,0,7.6,1,1,0,42.9,3.4,0
C1121,34,Standard,4,918.9,64.2,-6.8,5,1,1,5.1,1,0,1,98.0,2.7,0
C1122,25,Basic,2,543.79,36.9,6.5,6,3,2,5.7,5,1,0,42.6,3.8,0
C1123,52,Standard,32,922.57,31.9,8.4,7,2,0,1.7,2,0,1,27.0,4.0,0
C1124,52,Premium,12,1523.37,42.3,-17.6,4,1,0,0.5,8,0,0,94.3,4.8,0
C1125,50,Premium,1,1480.94,34.8,10.5,9,2,2,4.5,2,2,0,70.4,3.9,1
C1126,22,Basic,29,515.04,50.2,5.5,3,0,0,13.4,1,0,0,62.2,1.6,0
C1127,59,Enterprise,71,2957.01,38.2,-16.3,4,0,0,6.8,13,0,2,72.0,3.0,0
C1128,56,Standard,16,932.71,50.0,-38.8,10,0,0,6.4,7,0,0,39.0,3.3,0
C1129,58,Basic,12,473.97,40.2,-33.6,5,1,1,3.5,0,0,0,55.0,2.3,0
C1130,45,Basic,37,442.92,50.0,13.6,5,5,1,0.5,2,1,1,82.2,3.3,0
C1131,24,Basic,54,500.89,52.6,30.7,8,0,0,7.0,0,0,0,52.6,4.6,0
C1132,26,Basic,25,403.34,38.7,-5.0,6,1,1,0.9,0,0,2,52.3,3.3,0
C1133,25,Enterprise,10,3072.72,52.4,30.0,8,0,0,1.1,7,0,0,85.7,4.5,0
C1134,29,Standard,16,938.85,25.5,-6.3,10,0,0,4.9,10,0,1,64.0,3.9,1
C1135,51,Premium,21,1515.85,27.3,-33.6,7,1,1,4.4,5,0,0,71.3,4.6,0
C1136,50,Basic,3,417.82,40.4,-10.2,3,0,0,0.5,18,1,3,39.4,2.5,0
C1137,65,Basic,10,463.99,45.0,32.3,2,1,1,1.0,0,0,1,65.0,4.2,0
C1138,72,Standard,31,901.03,42.0,-20.1,5,1,1,6.0,1,0,1,90.0,3.2,0
C1139,40,Basic,19,485.84,51.0,-8.4,2,0,0,10.5,0,1,0,32.5,5.0,0
C1140,41,Standard,9,814.57,45.2,24.6,4,2,1,1.1,6,0,0,47.4,2.6,0
C1141,54,Enterprise,19,2933.18,45.7,22.9,6,0,0,5.0,8,0,0,86.9,4.8,0
C1142,52,Standard,2,884.85,36.7,2.6,12,0,0,2.5,2,0,1,71.9,3.8,0
C1143,61,Standard,9,834.84,54.7,8.4,4,1,1,1.7,7,0,0,50.4,4.1,0
C1144,57,Basic,28,567.57,41.9,21.6,7,2,2,8.0,7,0,0,63.4,3.9,0
C1145,39,Basic,4,523.73,69.0,2.7,7,1,0,2.8,0,0,1,59.6,2.2,0
C1146,44,Basic,3,458.83,61.1,27.0,9,1,1,4.1,1,0,0,24.6,4.4,1
C1147,52,Standard,54,957.46,49.7,11.8,8,1,0,3.1,0,0,0,66.1,3.6,0
C1148,18,Basic,4,547.39,39.9,-8.7,9,1,1,3.6,4,0,0,36.9,5.0,0
C1149,52,Standard,5,913.45,67.6,5.9,4,1,0,2.5,1,1,1,69.9,4.3,0
C1150,54,Standard,62,897.02,36.6,-14.6,5,0,0,2.7,4,1,0,36.3,4.6,0
C1151,64,Standard,23,884.08,39.3,-29.1,12,2,2,6.7,8,1,0,80.5,3.6,1
C1152,31,Basic,21,472.0,43.9,-33.5,5,2,2,1.3,2,1,0,63.2,4.3,0
C1153,20,Basic,34,432.16,41.7,-10.2,9,0,0,4.7,14,0,1,43.5,4.5,0
C1154,18,Enterprise,2,3075.42,71.3,2.8,7,0,0,1.1,2,0,0,43.8,4.7,0
C1155,22,Standard,22,872.97,35.4,40.0,9,1,0,0.5,0,1,0,52.4,4.6,0
C1156,43,Standard,12,900.41,36.3,5.4,5,1,1,8.2,3,0,1,63.2,4.9,0
C1157,72,Basic,31,453.49,43.0,-0.2,4,1,0,1.9,2,0,1,59.5,3.1,0
C1158,31,Enterprise,12,2986.03,30.0,-7.5,8,3,1,4.0,0,0,2,69.6,3.7,0
C1159,56,Standard,17,1041.54,19.0,-13.9,5,0,0,5.0,0,0,0,68.2,3.5,1
C1160,44,Basic,11,462.7,57.5,-1.7,7,2,2,5.6,5,1,0,81.6,4.2,0
C1161,26,Premium,11,1571.43,60.2,-11.9,14,1,1,0.9,10,0,1,98.0,3.6,0
C1162,32,Basic,26,497.61,50.1,-13.1,8,2,1,3.7,2,1,1,60.6,3.2,0
C1163,32,Standard,17,933.0,42.8,15.5,9,1,1,5.0,0,0,1,61.8,3.3,0
C1164,43,Standard,18,961.23,40.5,-27.7,8,1,0,0.5,5,0,0,71.8,3.7,0
C1165,59,Basic,10,512.61,41.6,-11.2,13,0,0,0.5,8,1,0,50.8,3.6,0
C1166,30,Enterprise,13,2981.41,51.3,-22.2,6,1,0,1.6,1,1,2,40.0,3.0,1
C1167,68,Premium,24,1489.7,48.1,-2.1,7,1,0,1.3,1,0,2,50.4,3.8,0
C1168,49,Standard,31,891.38,28.6,16.3,7,1,0,5.6,1,0,0,64.5,3.9,0
C1169,56,Basic,21,592.22,48.8,3.7,4,0,0,3.6,9,0,0,69.2,3.2,0
C1170,66,Basic,46,424.79,33.9,-10.5,5,4,0,2.4,2,0,0,98.0,3.3,0
C1171,69,Basic,30,410.46,38.1,18.5,15,0,0,0.5,4,0,1,35.7,5.0,0
C1172,49,Premium,14,1413.8,25.4,17.1,5,2,2,0.5,0,1,0,69.7,2.3,0
C1173,21,Basic,20,454.3,38.1,-4.0,7,1,0,2.5,1,0,0,59.0,3.9,0
C1174,47,Standard,46,934.0,66.4,34.8,10,2,1,7.5,1,0,0,85.1,5.0,0
C1175,54,Premium,17,1537.07,45.5,5.5,15,0,0,5.2,0,1,1,42.9,3.5,0
C1176,40,Basic,31,468.62,24.4,4.8,9,1,0,7.5,0,0,1,78.0,4.6,0
C1177,56,Standard,21,897.58,33.3,-35.1,9,0,0,2.9,2,2,0,54.6,2.4,1
C1178,62,Basic,14,443.19,51.6,-47.1,6,4,1,0.9,3,0,1,81.4,2.2,0
C1179,32,Enterprise,4,2947.82,47.9,-3.4,4,3,0,0.5,1,1,2,63.4,3.8,1
C1180,60,Standard,9,927.99,37.5,19.9,10,3,2,9.9,2,0,0,79.5,3.0,0
C1181,46,Basic,61,551.38,35.6,3.2,7,1,1,2.3,5,0,1,70.9,4.4,0
C1182,53,Basic,19,475.16,35.0,18.8,5,0,0,6.9,1,1,0,46.3,4.1,0
C1183,30,Standard,14,980.75,39.6,-15.3,7,0,0,4.6,0,0,1,27.6,5.0,0
C1184,49,Premium,48,1547.28,46.6,-2.9,8,3,2,6.2,1,0,0,92.0,4.4,0
C1185,24,Premium,15,1578.59,46.6,-4.6,5,4,3,0.8,10,0,0,59.4,3.7,0
C1186,68,Standard,13,883.95,34.0,-50.0,3,0,0,4.0,0,0,1,87.6,4.3,0
C1187,39,Basic,25,575.03,61.9,39.7,7,0,0,4.5,0,0,0,63.5,3.7,0
C1188,45,Basic,22,607.98,47.0,24.9,8,2,1,2.8,0,1,0,82.5,2.6,0
C1189,19,Basic,3,478.37,33.0,18.2,5,1,1,6.3,1,0,2,47.3,4.5,0
C1190,59,Standard,11,891.29,22.9,27.1,13,1,1,15.5,4,0,0,67.9,4.3,0
C1191,62,Premium,11,1451.61,61.3,-16.7,7,1,1,0.5,9,1,0,98.0,3.2,0
C1192,74,Standard,8,841.79,53.8,14.9,9,3,2,2.1,6,0,0,47.2,5.0,0
C1193,70,Basic,13,442.37,32.3,-16.7,9,1,1,4.9,1,0,1,76.0,3.2,1
C1194,23,Standard,9,858.43,41.3,-1.3,11,0,0,4.5,4,0,1,64.2,5.0,0
C1195,45,Premium,4,1512.74,59.0,-48.6,6,1,1,2.2,4,0,0,72.2,3.7,0
C1196,45,Premium,9,1460.54,55.8,-8.7,9,0,0,6.5,0,1,0,66.1,2.3,0
C1197,61,Premium,1,1511.21,51.3,-43.3,9,1,0,3.9,2,2,0,32.6,5.0,1
C1198,61,Basic,15,512.24,46.0,-36.4,5,0,0,2.8,1,0,0,73.4,4.8,0
C1199,37,Basic,34,475.49,34.3,-6.3,2,1,1,1.1,0,1,1,71.6,4.7,0
C1200,47,Premium,23,1495.87,40.7,-22.7,7,1,0,1.6,0,0,1,94.0,1.4,0
C1201,28,Standard,8,872.6,43.4,3.5,10,0,0,15.8,0,1,2,42.9,1.9,1
C1202,72,Basic,1,483.46,50.1,36.9,8,3,1,8.3,7,0,0,70.1,4.7,0
C1203,45,Premium,4,1458.56,54.1,-20.5,7,2,1,4.2,1,1,1,43.9,4.8,0
C1204,42,Premium,14,1503.21,35.8,-11.6,7,0,0,6.9,2,0,0,83.4,2.5,0
C1205,56,Standard,4,868.97,45.0,11.6,4,1,1,0.5,1,0,0,78.0,4.2,0
C1206,50,Standard,14,840.7,58.8,-21.7,11,0,0,1.1,0,0,0,60.4,3.8,0
C1207,18,Standard,4,928.67,55.9,-22.9,7,1,1,7.6,1,1,1,41.1,2.7,0
C1208,74,Standard,34,930.36,63.0,-16.1,11,1,0,2.2,0,2,0,65.0,3.4,0
C1209,44,Standard,9,954.58,45.5,17.0,7,1,0,3.1,5,0,0,74.6,5.0,0
C1210,74,Premium,5,1447.78,38.2,-49.2,3,2,2,7.5,9,0,0,84.5,3.0,1
C1211,69,Premium,30,1474.95,51.5,-26.2,8,1,0,1.8,2,0,0,41.3,2.2,1
C1212,30,Premium,7,1510.52,36.8,33.3,7,0,0,2.3,6,1,2,46.8,3.4,0
C1213,58,Basic,2,473.9,35.2,-82.5,7,1,0,0.5,2,2,2,45.9,1.1,1
C1214,20,Premium,15,1527.55,59.5,-8.2,6,1,0,16.7,2,2,0,60.8,3.6,0
C1215,56,Premium,15,1523.9,33.4,33.2,5,1,0,12.7,2,0,0,54.0,2.3,0
C1216,23,Standard,22,922.96,45.1,42.7,8,1,0,1.2,6,0,0,80.3,2.8,0
C1217,25,Premium,4,1571.98,25.6,15.0,7,3,0,6.7,11,0,0,74.8,4.0,1
C1218,44,Premium,10,1531.2,63.4,24.3,3,1,1,4.7,5,0,0,78.8,2.4,0
C1219,26,Standard,5,906.69,34.1,-28.7,4,0,0,0.6,8,0,0,87.2,2.9,0
C1220,54,Standard,1,889.32,55.9,-26.7,9,0,0,0.5,4,0,1,38.0,5.0,1
C1221,50,Basic,37,492.81,36.5,37.9,8,3,0,0.5,7,0,2,63.1,3.9,0
C1222,68,Standard,23,845.79,50.5,-11.6,6,1,1,0.5,3,0,1,67.0,4.0,0
C1223,59,Standard,6,810.71,32.1,-51.9,2,0,0,3.5,5,0,3,49.6,4.4,0
C1224,61,Premium,16,1522.19,44.8,5.5,4,1,0,2.4,4,0,0,64.1,3.8,0
C1225,41,Basic,4,560.18,40.7,-9.8,3,1,1,20.0,5,1,0,72.6,4.7,0
C1226,32,Basic,39,482.49,32.5,-3.0,9,1,0,1.2,1,0,0,55.3,4.3,0
C1227,71,Standard,2,978.35,53.0,-64.5,7,2,2,4.5,0,0,0,65.7,2.8,1
C1228,49,Basic,1,490.17,55.8,-71.2,3,1,0,1.7,4,1,0,58.7,4.2,1
C1229,49,Basic,12,401.31,44.6,2.6,5,2,2,0.5,2,0,1,75.9,2.4,0
C1230,41,Basic,15,544.91,28.0,-12.6,11,2,1,7.3,5,0,1,81.6,1.3,0
C1231,58,Basic,15,475.04,27.9,-16.4,14,1,0,1.8,0,0,0,74.4,5.0,0
C1232,69,Basic,1,549.44,29.8,4.8,7,1,1,8.7,11,0,0,91.5,3.7,0
C1233,66,Standard,6,835.12,48.3,-24.5,6,0,0,9.7,4,0,0,18.6,4.8,0
C1234,66,Standard,12,919.6,34.0,-11.6,7,1,1,6.0,0,0,1,57.5,3.8,0
C1235,69,Premium,4,1458.98,66.0,-16.2,13,0,0,0.5,3,0,0,44.7,4.4,0
C1236,29,Standard,37,909.07,28.9,17.1,5,2,1,11.8,1,1,0,92.9,4.9,0
C1237,56,Premium,1,1537.33,38.6,-52.0,7,0,0,0.5,1,0,1,42.3,2.5,0
C1238,19,Basic,12,525.72,55.2,-21.2,6,2,2,9.4,9,0,0,90.5,4.2,0
C1239,20,Basic,21,502.47,59.9,22.2,7,1,1,3.3,7,0,0,59.3,4.4,0
C1240,66,Premium,5,1430.08,44.9,-25.9,11,1,1,1.7,0,0,0,52.0,4.3,0
C1241,54,Basic,17,535.52,39.1,-2.0,6,3,3,4.5,0,0,2,70.3,2.4,0
C1242,66,Standard,31,950.57,50.8,36.7,7,0,0,2.5,5,1,1,98.0,3.7,0
C1243,73,Standard,3,846.85,38.0,-1.0,7,0,0,5.5,7,1,0,49.0,4.5,0
C1244,34,Standard,44,854.2,28.1,48.5,8,3,3,2.5,5,1,1,69.5,4.4,0
C1245,66,Basic,14,552.68,39.7,30.0,3,0,0,1.6,2,3,0,71.4,5.0,0
C1246,19,Basic,6,488.58,36.3,-21.3,11,3,3,1.6,16,0,0,46.9,4.3,1
C1247,19,Standard,10,855.49,58.0,-36.6,7,1,1,1.5,6,0,0,53.3,3.1,0
C1248,45,Basic,6,512.63,30.7,-20.1,9,2,1,2.2,2,1,0,55.1,4.7,1
C1249,71,Standard,23,867.07,31.1,4.5,5,2,2,0.5,3,0,0,66.9,4.7,0
C1250,40,Premium,28,1507.05,35.1,3.7,6,1,1,3.8,0,0,0,39.0,2.9,0
C1251,54,Enterprise,32,2978.34,40.4,11.6,6,0,0,1.5,13,0,0,65.6,5.0,0
C1252,49,Basic,72,482.62,68.1,-28.1,6,0,0,2.9,1,0,0,44.1,5.0,0
C1253,50,Premium,28,1554.52,36.8,-24.5,8,0,0,2.6,4,2,0,61.3,3.3,0
C1254,18,Standard,16,775.57,49.7,9.0,8,0,0,6.8,4,0,0,44.2,2.4,0
C1255,36,Standard,7,926.74,43.3,44.8,3,1,1,6.9,0,1,1,88.8,2.8,0
C1256,19,Basic,14,546.27,46.1,-32.4,7,4,3,15.8,1,0,0,69.8,2.7,1
C1257,70,Premium,1,1467.9,48.4,-6.8,7,2,0,1.0,4,2,2,50.6,2.5,0
C1258,61,Basic,24,545.89,59.8,-14.0,9,2,2,0.5,9,0,1,95.3,3.2,0
C1259,43,Standard,10,851.05,35.9,-1.4,13,2,2,1.9,6,0,1,37.4,2.7,1
C1260,49,Basic,1,466.0,39.9,-34.9,4,1,1,7.9,3,0,1,64.5,5.0,0
C1261,23,Premium,1,1460.24,52.5,-2.8,6,2,2,3.2,1,0,1,72.8,2.2,0
C1262,49,Premium,8,1546.56,46.6,25.5,9,1,0,1.6,11,0,1,59.5,4.1,0
C1263,72,Premium,15,1411.75,24.1,-45.6,7,1,1,5.2,2,1,1,62.3,3.5,1
C1264,21,Basic,11,581.01,30.1,19.9,8,1,1,4.4,0,1,0,52.4,4.2,0
C1265,72,Basic,17,483.75,48.3,-34.9,6,1,1,4.4,0,2,0,49.4,3.7,0
C1266,28,Standard,11,929.75,32.6,1.5,9,1,1,2.5,11,0,1,80.6,3.9,0
C1267,73,Standard,19,925.44,36.0,7.2,7,0,0,2.6,6,0,1,66.6,4.9,0
C1268,34,Basic,4,506.56,49.6,4.4,7,3,0,2.8,0,0,0,70.6,3.3,0
C1269,55,Standard,2,868.97,59.6,-13.3,5,2,1,2.8,0,0,1,76.7,2.4,0
